equipment_id,equipment_type,facility_id,facility,county,keph_level,criticality,scenario_type,scenario_rationale,avg_utilization_90d,avg_risk_score_90d,max_risk_score_90d,avg_degradation_index_90d,avg_temperature_anomaly_90d,avg_vibration_anomaly_90d,pct_hours_critical_90d,pct_hours_warning_or_worse_90d,total_failures_90d,latest_risk_score,latest_degradation_index,latest_operating_hours,avg_utilization_recent,avg_risk_score_recent,risk_score_trend,utilization_trend,maintenance_interval_days,maintenance_event_count,avg_downtime_hours,total_parts_cost,avg_days_between_maintenance,days_since_last_maintenance,maintenance_overdue,avg_discrepancy_pct,max_discrepancy_pct,std_discrepancy_pct,weeks_observed,weeks_flagged,pct_weeks_flagged,discrepancy_pct_trend,label_maintenance_neglect,label_usage_discrepancy,label_any_failure
ME-00011,X-Ray,13544.0,Endiba Health Centre,Nyamira,Level 3,Medium,Normal,No injected scenario; represents routine operating condition.,0.5086069444444444,0.04563916666666667,0.1204,0.0,0.13333629629629629,0.04959430555555556,0.0,0.0,0,0.0214,0.0,6037.26,0.5091721068249259,0.045921068249258165,0.00028190158259149695,0.0005651623804814321,90,5,2.888,113838.69,146.25,125,True,-0.12424999999999999,1.0,0.7753565837233065,14,4,0.2857142857142857,-0.027058681318681325,False,False,False
ME-00012,Ultrasound,24541.0,Oasis Health Sirare Medical Centre,Migori,Level 3,Low,UsageDiscrepancy+MaintenanceNeglect,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the January 2025 Naivasha sub-county hospital dialysis machine breakdown, which forced patients to seek care elsewhere.",0.5106967592592593,0.17680217592592593,1.0,0.1502314814814815,0.1835261111111111,0.21907921296296295,0.02824074074074074,0.09861111111111111,12,0.8069,0.9985,17035.31,0.5075370919881306,0.6650688427299704,0.4882666668040444,-0.0031596672711287077,30,2,2.02,32337.42,80.0,25,False,0.22713571428571427,0.4752,0.2070244043850604,14,8,0.5714285714285714,-0.012659120879120894,True,True,True
ME-00013,X-Ray,24772.0,ChanF Community& Family Health Services,Kajiado,Level 3,Low,UsageDiscrepancy,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases.",0.509474537037037,0.04579319444444445,0.1206,0.0,0.13262546296296296,0.050129212962962966,0.0,0.0,0,0.012,0.0,8908.21,0.5076023738872404,0.04481186943620178,-0.0009813250082426686,-0.0018721631497966573,180,5,2.5799999999999996,103177.89,45.0,6,False,0.09591428571428572,0.1765,0.07668216979738618,14,6,0.42857142857142855,-0.00906065934065935,False,True,False
ME-00014,Ultrasound,21805.0,Jirani Diagnostic Centre Machakos,Machakos,Level 3,Medium,UsageDiscrepancy,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases.",0.5088791666666667,0.05220097222222222,0.1288,0.0,0.11763689814814815,0.07864476851851852,0.0,0.0,0,0.0308,0.0,5219.35,0.49777744807121665,0.05098011869436202,-0.001220853527860201,-0.011101718595450005,120,2,4.205,65087.67,165.0,74,False,0.13351428571428572,0.2723,0.11283965381251165,14,7,0.5,-0.011531428571428578,False,True,False
ME-00015,X-Ray,16012.0,Mbale Rural Health Training Centre,Vihiga,Level 3,High,Normal,No injected scenario; represents routine operating condition.,0.5071787037037038,0.04565740740740741,0.1172,0.0,0.1329722685185185,0.04982106481481482,0.0,0.0,0,0.0417,0.0,25790.28,0.5005548961424333,0.04597744807121662,0.0003200406638092096,-0.006623807561270456,60,4,0.845,94807.26,140.33333333333334,133,True,-0.047478571428571426,0.7321,0.3257026278880581,14,1,0.07142857142857142,0.02894923076923078,False,False,False
ME-00016,CT,12867.0,Aga Khan Hospital,Nairobi,Level 5,Medium,Normal,No injected scenario; represents routine operating condition.,0.506612037037037,0.050208888888888886,0.1325,0.0,0.15524310185185186,0.03837217592592593,0.0,0.0,0,0.0164,0.0,15821.83,0.5113679525222552,0.050252522255192875,4.36333663039884e-05,0.004755915485218143,30,5,2.918,184664.1,96.5,132,True,0.02747857142857143,1.0,0.35252555429155974,14,2,0.14285714285714285,-0.0077312087912088075,False,False,False
ME-00017,MRI,25045.0,Mwai Kibaki Teaching and Referral Hospital,Nyeri,Level 6,Medium,Normal,No injected scenario; represents routine operating condition.,0.5060620370370371,0.0550375,0.1706,0.0,0.15562925925925924,0.0682075462962963,0.0,0.0,0,0.0716,0.0,19176.57,0.4974451038575668,0.055634718100890206,0.0005972181008902025,-0.00861693317947032,60,5,0.788,162271.8,82.25,65,True,-0.020028571428571427,0.7169,0.30034452890631463,14,2,0.14285714285714285,0.001305494505494513,False,False,False
ME-00018,Hemodialysis,11411.0,Hola District Hospital,Tana River,Level 4,Low,MaintenanceNeglect,"Maintenance-neglect-to-breakdown pattern modeled on the January 2025 Naivasha sub-county hospital dialysis machine breakdown, which forced patients to seek care elsewhere.",0.5101597222222222,0.33981189814814816,1.0,0.25069444444444444,0.7188569444444445,0.31056083333333334,0.14305555555555555,0.24537037037037038,32,1.0,0.9991,29211.53,0.5160860534124628,0.9125240356083086,0.5727121374601605,0.0059263311902406635,90,1,1.79,28180.99,,166,True,-0.07627142857142857,1.0,0.5770692871725216,14,3,0.21428571428571427,0.04073274725274727,True,False,True
ME-00019,Ultrasound,18761.0,Spa Nursing Home,Kiambu,Level 3,Medium,Normal,No injected scenario; represents routine operating condition.,0.5088787037037038,0.052754861111111113,0.1368,0.0,0.11774944444444443,0.07778449074074074,0.0,0.0,0,0.0218,0.0,8043.8,0.5197181008902078,0.05326557863501484,0.0005107175239037268,0.010839397186503952,180,3,2.4,69360.82999999999,149.5,122,False,-0.27595,1.0,2.149460409480267,14,6,0.42857142857142855,-0.2654512087912089,False,False,False
ME-00020,Anesthesia,25454.0,Mediforte Hospital Limited,Kisii,Level 4,Critical,UsageDiscrepancy,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases.",0.5124763888888889,0.03706847222222222,0.09,0.0,0.11831333333333334,0.061237037037037034,0.0,0.0,0,0.0354,0.0,9005.59,0.5143412462908011,0.03682551928783383,-0.00024295293438839072,0.0018648574019122233,120,5,3.4840000000000004,142694.9,169.5,98,False,0.09615714285714286,0.2396,0.08951285008126113,14,6,0.42857142857142855,-0.00893626373626374,False,True,False
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,Level 5,Low,UsageDiscrepancy+MaintenanceNeglect,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",0.5112888888888889,0.3510626851851852,1.0,0.2622685185185185,0.7338746296296297,0.3210485185185185,0.15138888888888888,0.2550925925925926,35,1.0,0.9991,16318.81,0.5031038575667656,0.9221448071216618,0.5710821219364766,-0.008185031322123337,30,1,2.89,21761.54,,121,True,0.07042857142857142,0.2258,0.0748663160221289,14,3,0.21428571428571427,-0.005159120879120884,True,True,True
ME-00022,Anesthesia,23542.0,St.Marys Mother & Child Hospital (Kiambu Town ),Kiambu,Level 4,Critical,Normal,No injected scenario; represents routine operating condition.,0.5097250000000001,0.03700347222222222,0.0971,0.0,0.11817828703703703,0.061314074074074076,0.0,0.0,0,0.0125,0.0,7265.55,0.5067477744807122,0.03689584569732938,-0.00010762652489284402,-0.0029772255192879182,180,2,3.0,24299.9,18.0,116,False,-0.06692142857142856,0.7109,0.3868607783339981,14,2,0.14285714285714285,0.020706593406593424,False,False,False
ME-00023,Hemodialysis,13380.0,Khorof Harar Sub-District Hospital,Wajir,Level 4,Critical,UsageDiscrepancy,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases.",0.5089986111111111,0.09502601851851852,0.2418,0.0,0.37676898148148147,0.050173194444444444,0.0,0.0,0,0.0541,0.0,9223.53,0.5104718100890208,0.09496142433234422,-6.459418617429935e-05,0.001473198977909651,30,5,2.966,127070.68999999999,33.25,163,True,0.27895714285714285,0.4217,0.15785708100043544,14,11,0.7857142857142857,0.012239999999999996,False,True,False
ME-00024,X-Ray,14088.0,Simba Opepo Health Centre,Kisumu,Level 3,Low,UsageDiscrepancy,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases.",0.5054717592592592,0.045117083333333335,0.1183,0.0,0.13227615740740742,0.048509120370370376,0.0,0.0,0,0.0325,0.0,18737.32,0.5050237388724036,0.046010089020771514,0.0008930056874381781,-0.00044802038685565204,30,2,3.8499999999999996,57749.240000000005,130.0,67,True,0.19655,0.4334,0.20531176949290486,14,7,0.5,-0.027353186813186835,False,True,False
ME-00025,X-Ray,22190.0,Kilusi Health Centre,Homa Bay,Level 3,Critical,Normal,No injected scenario; represents routine operating condition.,0.5075611111111111,0.04574768518518518,0.1203,0.0,0.1335261574074074,0.049263425925925926,0.0,0.0,0,0.025,0.0,16792.05,0.50086646884273,0.0459053412462908,0.00015765606110561964,-0.0066946422683811235,60,3,1.93,45344.22,251.5,115,True,0.023092857142857144,0.6569,0.3580750962583681,14,3,0.21428571428571427,0.040335164835164854,False,False,False
ME-00026,X-Ray,13461.0,Abidha Health Centre,Siaya,Level 3,High,MaintenanceNeglect,Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.,0.5109291666666667,0.2667075462962963,0.9801,0.27037037037037037,0.2666583796296296,0.2864950925925926,0.04722222222222222,0.1699074074074074,14,0.9014,0.9991,9715.64,0.5077270029673591,0.7535480712166172,0.48684052492032087,-0.003202163699307592,120,0,,,,5,False,0.040692857142857135,0.86,0.42041633296290715,14,4,0.2857142857142857,-0.02935098901098902,True,False,True
ME-00027,Ultrasound,25723.0,Mimosa Cottage Hospital,Nairobi,Level 3,High,UsageDiscrepancy+MaintenanceNeglect,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the MES 125-hospital equipment-halt case, where machines across facilities ground to a halt due to lack of maintenance.",0.5046796296296296,0.27248689814814814,1.0,0.2675925925925926,0.23250189814814815,0.3230585185185185,0.047685185185185185,0.1787037037037037,17,0.9286,0.9991,6106.8,0.5039228486646884,0.7611623145400594,0.4886754163919113,-0.0007567809649412505,60,2,2.3099999999999996,36107.21,191.0,47,False,0.13315000000000002,0.2258,0.09124892201681492,14,8,0.5714285714285714,-0.004205494505494514,True,True,True
ME-00028,Hemodialysis,13841.0,Ndhiwa Sub-District Hospital,Homa Bay,Level 4,Low,UsageDiscrepancy,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases.",0.5143532407407407,0.095775,0.2531,0.0,0.37869824074074077,0.051047777777777775,0.0,0.0,0,0.0738,0.0,11299.82,0.5071097922848664,0.09444777448071216,-0.0013272255192878363,-0.007243448455874324,30,4,3.11,149215.35,171.66666666666666,37,True,0.14905,0.3559,0.15735935234116455,14,7,0.5,-0.022910109890109907,False,True,False
ME-00029,Ultrasound,14256.0,Biretwa health centre,Elgeyo Marakwet,Level 3,Medium,UsageDiscrepancy,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases.",0.5110111111111112,0.05295365740740741,0.1563,0.0,0.11830800925925926,0.07833351851851852,0.0,0.0,0,0.036,0.0,17655.72,0.5169910979228487,0.05315430267062315,0.00020064526321574017,0.005979986811737503,30,5,1.9420000000000002,120833.25,99.75,112,True,0.07876428571428572,0.1791,0.08235588444851225,14,4,0.2857142857142857,-0.010480659340659351,False,True,False
ME-00030,Hemodialysis,13798.0,Mbita Sub-County Hospital,Homa Bay,Level 4,Low,Normal,No injected scenario; represents routine operating condition.,0.5096060185185185,0.09531449074074073,0.2501,0.0,0.3762083796296296,0.050679305555555554,0.0,0.0,0,0.0932,0.0,19701.24,0.5157893175074184,0.09543946587537092,0.0001249751346301814,0.00618329898889991,60,3,4.09,66792.38,247.0,170,True,-0.05405714285714286,0.7901,0.5923167405188723,14,4,0.2857142857142857,0.07256351648351651,False,False,False
ME-00031,Ventilator,10491.0,Karen Hospital Annex,Nyeri,Level 4,High,Normal,No injected scenario; represents routine operating condition.,0.5122861111111111,0.03289601851851852,0.0854,0.0,0.09389402777777778,0.05811643518518518,0.0,0.0,0,0.0318,0.0,19564.4,0.5134777448071217,0.032518694362017805,-0.0003773241565007135,0.0011916336960106078,180,3,2.85,84600.01000000001,66.5,44,False,-0.004800000000000011,1.0,0.6321487653539012,14,4,0.2857142857142857,-0.023765274725274742,False,False,False
ME-00032,Patient Monitor,21112.0,Salaam Hospital,Mombasa,Level 3,Critical,MaintenanceNeglect,"Maintenance-neglect-to-breakdown pattern modeled on the MES 125-hospital equipment-halt case, where machines across facilities ground to a halt due to lack of maintenance.",0.5085944444444445,0.1717422222222222,1.0,0.15300925925925926,0.14683069444444444,0.23931902777777775,0.022222222222222223,0.09351851851851851,13,0.8606,0.9985,8853.72,0.504320474777448,0.6536697329376855,0.48192751071546325,-0.004273969666996447,90,0,,,,172,True,0.07662857142857142,1.0,0.38994284675611596,14,4,0.2857142857142857,0.009944175824175833,True,False,True
ME-00033,Hemodialysis,19037.0,Medina Hospital,Garissa,Level 4,Low,Normal,No injected scenario; represents routine operating condition.,0.5069157407407408,0.09508050925925926,0.255,0.0,0.37481736111111114,0.051519027777777775,0.0,0.0,0,0.0592,0.0,25671.94,0.5031543026706231,0.09365103857566766,-0.0014294706835916021,-0.0037614380701176398,30,4,2.2025,208898.44,107.0,-2,False,0.0526,0.2746,0.10157392154712518,14,3,0.21428571428571427,-0.0008061538461538484,False,False,False
ME-00034,Ultrasound,12545.0,Moyale Nursing Home,Marsabit,Level 3,High,Normal,No injected scenario; represents routine operating condition.,0.5110064814814814,0.052615416666666665,0.1435,0.0,0.11818736111111111,0.07904129629629629,0.0,0.0,0,0.0221,0.0,18647.48,0.5149792284866469,0.05321602373887241,0.0006006070722057444,0.003972747005165478,60,5,3.2879999999999994,109619.22,142.0,108,True,-0.09942857142857144,0.4942,0.5269356221495277,14,2,0.14285714285714285,0.02885714285714289,False,False,False
ME-00035,Hemodialysis,24981.0,Glogoh Hospital Limited,Uasin Gishu,Level 4,Medium,Normal,No injected scenario; represents routine operating condition.,0.509474537037037,0.09508606481481481,0.2531,0.0,0.37731328703703704,0.04998560185185186,0.0,0.0,0,0.047,0.0,13139.22,0.5093234421364985,0.09518249258160238,9.642776678757403e-05,-0.0001510949005385509,90,4,3.2199999999999998,32412.5,153.66666666666666,92,True,-0.026292857142857128,0.8,0.45663152198258483,14,4,0.2857142857142857,0.002690329670329659,False,False,False
ME-00036,Ultrasound,15827.0,Bungasi Health Centre,Kakamega,Level 3,Low,UsageDiscrepancy,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases.",0.510561111111111,0.052878842592592595,0.1302,0.0,0.11759416666666667,0.07893416666666667,0.0,0.0,0,0.0407,0.0,21062.92,0.5140296735905044,0.053603264094955486,0.0007244215023628903,0.003468562479393422,180,4,2.1925,81928.01999999999,160.33333333333334,176,False,0.20357142857142857,0.3759,0.16027915277161536,14,9,0.6428571428571429,-0.01105494505494507,False,True,False
ME-00037,Ventilator,13158.0,Radiant Pangani Hospital,Nairobi,Level 4,Medium,Normal,No injected scenario; represents routine operating condition.,0.5091467592592593,0.033061851851851856,0.0859,0.0,0.0938975,0.05819199074074074,0.0,0.0,0,0.0159,0.0,4804.42,0.5042106824925816,0.03202462908011869,-0.0010372227717331678,-0.004936076766677733,30,3,3.26,40328.08,276.0,78,True,-0.22767142857142855,0.4275,0.6545126530228679,14,1,0.07142857142857142,0.052293626373626424,False,False,False
ME-00038,MRI,12004.0,Embu Provincial General Hospital,Embu,Level 5,Critical,Normal,No injected scenario; represents routine operating condition.,0.5086888888888889,0.05539712962962963,0.1385,0.0,0.1571600925925926,0.06812106481481482,0.0,0.0,0,0.0666,0.0,7711.9,0.5160356083086053,0.05645222551928784,0.0010550958896582072,0.00734671941971643,90,4,1.8725,77381.29000000001,119.66666666666667,1,False,0.31410714285714286,1.0,0.49900402567250157,14,6,0.42857142857142855,-0.05878351648351654,False,False,False
ME-00039,MRI,12004.0,Embu Provincial General Hospital,Embu,Level 5,Low,Normal,No injected scenario; represents routine operating condition.,0.5106287037037037,0.05532523148148148,0.1424,0.0,0.15606162037037036,0.06926976851851853,0.0,0.0,0,0.0314,0.0,14904.64,0.5146498516320475,0.056224925816023744,0.0008996943345422614,0.004021147928343738,90,4,3.255,79973.51,240.66666666666666,59,False,0.0432,1.0,0.3199560330372332,14,2,0.14285714285714285,-0.020896703296703303,False,False,False
ME-00040,Hemodialysis,22934.0,Mazira Memorial Hospital,Kajiado,Level 4,Critical,Normal,No injected scenario; represents routine operating condition.,0.5068587962962964,0.0952062962962963,0.286,0.0,0.37104467592592594,0.050027314814814816,0.0,0.0,0,0.0358,0.0,6315.4,0.5099139465875371,0.09708100890207715,0.0018747126057808428,0.0030551502912407047,120,4,3.4125,102548.75,213.66666666666666,54,False,0.06484999999999999,1.0,0.4180535183810432,14,4,0.2857142857142857,-0.05423010989010992,False,False,False
ME-00041,Ventilator,12605.0,Mutuati Sub-District Hospital,Meru,Level 4,Low,Normal,No injected scenario; represents routine operating condition.,0.5070717592592593,0.033076944444444444,0.0888,0.0,0.09354916666666667,0.05837064814814815,0.0,0.0,0,0.0112,0.0,5894.43,0.5046290801186943,0.03309821958456973,2.1275140125287528e-05,-0.0024426791405649517,180,3,1.78,87162.35999999999,12.0,11,False,0.04887142857142857,1.0,0.4023417002204267,14,2,0.14285714285714285,-0.032831208791208814,False,False,False
ME-00042,X-Ray,10490.0,Karemeno Health Centre,Nyeri,Level 3,High,MaintenanceNeglect,"Maintenance-neglect-to-breakdown pattern modeled on the MES 125-hospital equipment-halt case, where machines across facilities ground to a halt due to lack of maintenance.",0.5083398148148147,0.2642124537037037,0.9682,0.269212962962963,0.2639125925925926,0.28181236111111113,0.041666666666666664,0.17175925925925925,21,0.7098,0.9991,5207.75,0.5167833827893176,0.7440100890207715,0.47979763531706776,0.008443567974502852,30,0,,,,3,False,-0.22811428571428571,0.1451,0.4813074434961869,14,0,0.0,0.03536923076923082,True,False,True
ME-00043,CT,13074.0,The Mater Misericordiae Hospital,Nairobi,Level 5,Low,Normal,No injected scenario; represents routine operating condition.,0.5092157407407407,0.04986222222222222,0.1312,0.0,0.15579425925925927,0.038203888888888884,0.0,0.0,0,0.0483,0.0,23381.78,0.5087685459940653,0.04999881305637982,0.00013659083415760304,-0.0004471947466754278,60,2,0.585,39518.71,289.0,86,True,0.03162142857142856,1.0,0.3576718826792801,14,4,0.2857142857142857,0.014415604395604405,False,False,False
ME-00044,CT,25719.0,The white cresent Hospital,Nandi,Level 5,Medium,UsageDiscrepancy,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases.",0.5090472222222222,0.050710185185185185,0.1324,0.0,0.15829453703703703,0.03889074074074074,0.0,0.0,0,0.0391,0.0,25584.92,0.5089614243323443,0.05087566765578635,0.00016548247060116372,-8.579788987794768e-05,60,4,4.12,140800.45,125.66666666666667,89,True,0.23539285714285715,0.407,0.18419040092037584,14,9,0.6428571428571429,-0.00824329670329671,False,True,False
ME-00045,Patient Monitor,13068.0,Marie Stopes Nursing Home (Eastleigh),Nairobi,Level 3,Critical,UsageDiscrepancy,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases.",0.5089486111111111,0.0477825,0.1154,0.0,0.09455439814814816,0.09319439814814816,0.0,0.0,0,0.0244,0.0,6885.31,0.5190979228486647,0.047932344213649856,0.0001498442136498579,0.010149311737553623,90,2,1.24,13854.58,49.0,111,True,0.1488,0.4179,0.1802998997397221,14,6,0.42857142857142855,-0.014140219780219798,False,True,False
ME-00046,X-Ray,12166.0,Kamutei Health Centre,Kitui,Level 3,Low,UsageDiscrepancy+MaintenanceNeglect,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",0.5103638888888888,0.25615916666666666,1.0,0.2585648148148148,0.26365856481481487,0.2734676388888889,0.03981481481481482,0.16203703703703703,17,0.7554,0.9991,4562.33,0.5181632047477746,0.7429293768545994,0.4867702101879327,0.007799315858885714,120,2,1.74,11094.25,561.0,112,False,0.26665,0.5122,0.18268437156851872,14,10,0.7142857142857143,0.00234351648351647,True,True,True
