equipment_id,equipment_type,facility_id,facility,county,failure_timestamp,failure_mode,risk_score,scenario_rationale,severity,downtime_hours,estimated_repair_cost
ME-00018,Hemodialysis,11411.0,Hola District Hospital,Tana River,2026-03-25 10:00:00,E-CRITICAL,0.9766,"Maintenance-neglect-to-breakdown pattern modeled on the January 2025 Naivasha sub-county hospital dialysis machine breakdown, which forced patients to seek care elsewhere.",Critical,0.0,0.0
ME-00018,Hemodialysis,11411.0,Hola District Hospital,Tana River,2026-03-25 23:00:00,E-CRITICAL,0.7877,"Maintenance-neglect-to-breakdown pattern modeled on the January 2025 Naivasha sub-county hospital dialysis machine breakdown, which forced patients to seek care elsewhere.",Critical,0.0,0.0
ME-00018,Hemodialysis,11411.0,Hola District Hospital,Tana River,2026-03-26 04:00:00,E-CRITICAL,1.0,"Maintenance-neglect-to-breakdown pattern modeled on the January 2025 Naivasha sub-county hospital dialysis machine breakdown, which forced patients to seek care elsewhere.",Critical,0.0,0.0
ME-00018,Hemodialysis,11411.0,Hola District Hospital,Tana River,2026-03-26 10:00:00,E-CRITICAL,0.9115,"Maintenance-neglect-to-breakdown pattern modeled on the January 2025 Naivasha sub-county hospital dialysis machine breakdown, which forced patients to seek care elsewhere.",Critical,0.0,0.0
ME-00018,Hemodialysis,11411.0,Hola District Hospital,Tana River,2026-03-26 16:00:00,E-CRITICAL,0.8691,"Maintenance-neglect-to-breakdown pattern modeled on the January 2025 Naivasha sub-county hospital dialysis machine breakdown, which forced patients to seek care elsewhere.",Critical,0.0,0.0
ME-00018,Hemodialysis,11411.0,Hola District Hospital,Tana River,2026-03-26 23:00:00,E-CRITICAL,0.8135,"Maintenance-neglect-to-breakdown pattern modeled on the January 2025 Naivasha sub-county hospital dialysis machine breakdown, which forced patients to seek care elsewhere.",Critical,0.0,0.0
ME-00018,Hemodialysis,11411.0,Hola District Hospital,Tana River,2026-03-27 10:00:00,E-CRITICAL,0.8903,"Maintenance-neglect-to-breakdown pattern modeled on the January 2025 Naivasha sub-county hospital dialysis machine breakdown, which forced patients to seek care elsewhere.",Critical,0.0,0.0
ME-00018,Hemodialysis,11411.0,Hola District Hospital,Tana River,2026-03-27 17:00:00,E-CRITICAL,0.9973,"Maintenance-neglect-to-breakdown pattern modeled on the January 2025 Naivasha sub-county hospital dialysis machine breakdown, which forced patients to seek care elsewhere.",Critical,0.0,0.0
ME-00018,Hemodialysis,11411.0,Hola District Hospital,Tana River,2026-03-28 01:00:00,E-CRITICAL,0.9029,"Maintenance-neglect-to-breakdown pattern modeled on the January 2025 Naivasha sub-county hospital dialysis machine breakdown, which forced patients to seek care elsewhere.",Critical,0.0,0.0
ME-00018,Hemodialysis,11411.0,Hola District Hospital,Tana River,2026-03-28 02:00:00,E-CRITICAL,0.8574,"Maintenance-neglect-to-breakdown pattern modeled on the January 2025 Naivasha sub-county hospital dialysis machine breakdown, which forced patients to seek care elsewhere.",Critical,0.0,0.0
ME-00018,Hemodialysis,11411.0,Hola District Hospital,Tana River,2026-03-28 08:00:00,E-CRITICAL,1.0,"Maintenance-neglect-to-breakdown pattern modeled on the January 2025 Naivasha sub-county hospital dialysis machine breakdown, which forced patients to seek care elsewhere.",Critical,0.0,0.0
ME-00018,Hemodialysis,11411.0,Hola District Hospital,Tana River,2026-03-28 16:00:00,E-CRITICAL,0.9305,"Maintenance-neglect-to-breakdown pattern modeled on the January 2025 Naivasha sub-county hospital dialysis machine breakdown, which forced patients to seek care elsewhere.",Critical,0.0,0.0
ME-00018,Hemodialysis,11411.0,Hola District Hospital,Tana River,2026-03-28 17:00:00,E-CRITICAL,0.9676,"Maintenance-neglect-to-breakdown pattern modeled on the January 2025 Naivasha sub-county hospital dialysis machine breakdown, which forced patients to seek care elsewhere.",Critical,0.0,0.0
ME-00018,Hemodialysis,11411.0,Hola District Hospital,Tana River,2026-03-28 19:00:00,E-CRITICAL,1.0,"Maintenance-neglect-to-breakdown pattern modeled on the January 2025 Naivasha sub-county hospital dialysis machine breakdown, which forced patients to seek care elsewhere.",Critical,0.0,0.0
ME-00018,Hemodialysis,11411.0,Hola District Hospital,Tana River,2026-03-29 00:00:00,E-CRITICAL,1.0,"Maintenance-neglect-to-breakdown pattern modeled on the January 2025 Naivasha sub-county hospital dialysis machine breakdown, which forced patients to seek care elsewhere.",Critical,0.0,0.0
ME-00018,Hemodialysis,11411.0,Hola District Hospital,Tana River,2026-03-29 03:00:00,E-CRITICAL,1.0,"Maintenance-neglect-to-breakdown pattern modeled on the January 2025 Naivasha sub-county hospital dialysis machine breakdown, which forced patients to seek care elsewhere.",Critical,0.0,0.0
ME-00018,Hemodialysis,11411.0,Hola District Hospital,Tana River,2026-03-29 10:00:00,E-CRITICAL,1.0,"Maintenance-neglect-to-breakdown pattern modeled on the January 2025 Naivasha sub-county hospital dialysis machine breakdown, which forced patients to seek care elsewhere.",Critical,0.0,0.0
ME-00018,Hemodialysis,11411.0,Hola District Hospital,Tana River,2026-03-29 22:00:00,E-CRITICAL,1.0,"Maintenance-neglect-to-breakdown pattern modeled on the January 2025 Naivasha sub-county hospital dialysis machine breakdown, which forced patients to seek care elsewhere.",Critical,0.0,0.0
ME-00018,Hemodialysis,11411.0,Hola District Hospital,Tana River,2026-03-30 03:00:00,E-CRITICAL,1.0,"Maintenance-neglect-to-breakdown pattern modeled on the January 2025 Naivasha sub-county hospital dialysis machine breakdown, which forced patients to seek care elsewhere.",Critical,0.0,0.0
ME-00018,Hemodialysis,11411.0,Hola District Hospital,Tana River,2026-03-30 07:00:00,E-CRITICAL,1.0,"Maintenance-neglect-to-breakdown pattern modeled on the January 2025 Naivasha sub-county hospital dialysis machine breakdown, which forced patients to seek care elsewhere.",Critical,0.0,0.0
ME-00018,Hemodialysis,11411.0,Hola District Hospital,Tana River,2026-03-30 21:00:00,E-CRITICAL,0.9413,"Maintenance-neglect-to-breakdown pattern modeled on the January 2025 Naivasha sub-county hospital dialysis machine breakdown, which forced patients to seek care elsewhere.",Critical,0.0,0.0
ME-00018,Hemodialysis,11411.0,Hola District Hospital,Tana River,2026-03-31 02:00:00,E-CRITICAL,1.0,"Maintenance-neglect-to-breakdown pattern modeled on the January 2025 Naivasha sub-county hospital dialysis machine breakdown, which forced patients to seek care elsewhere.",Critical,0.0,0.0
ME-00018,Hemodialysis,11411.0,Hola District Hospital,Tana River,2026-03-31 04:00:00,E-CRITICAL,1.0,"Maintenance-neglect-to-breakdown pattern modeled on the January 2025 Naivasha sub-county hospital dialysis machine breakdown, which forced patients to seek care elsewhere.",Critical,0.0,0.0
ME-00018,Hemodialysis,11411.0,Hola District Hospital,Tana River,2026-03-31 14:00:00,E-CRITICAL,1.0,"Maintenance-neglect-to-breakdown pattern modeled on the January 2025 Naivasha sub-county hospital dialysis machine breakdown, which forced patients to seek care elsewhere.",Critical,0.0,0.0
ME-00018,Hemodialysis,11411.0,Hola District Hospital,Tana River,2026-03-31 16:00:00,E-CRITICAL,0.9559,"Maintenance-neglect-to-breakdown pattern modeled on the January 2025 Naivasha sub-county hospital dialysis machine breakdown, which forced patients to seek care elsewhere.",Critical,0.0,0.0
ME-00018,Hemodialysis,11411.0,Hola District Hospital,Tana River,2026-03-31 21:00:00,E-CRITICAL,1.0,"Maintenance-neglect-to-breakdown pattern modeled on the January 2025 Naivasha sub-county hospital dialysis machine breakdown, which forced patients to seek care elsewhere.",Critical,0.0,0.0
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-22 21:00:00,E-CRITICAL,0.8134,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",Critical,0.0,0.0
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-23 09:00:00,E-CRITICAL,0.8952,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",Critical,0.0,0.0
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-25 22:00:00,E-CRITICAL,0.7675,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",Critical,0.0,0.0
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-26 01:00:00,E-CRITICAL,0.9486,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",Critical,0.0,0.0
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-26 10:00:00,E-CRITICAL,1.0,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",Critical,0.0,0.0
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-26 17:00:00,E-CRITICAL,1.0,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",Critical,0.0,0.0
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-26 19:00:00,E-CRITICAL,0.9689,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",Critical,0.0,0.0
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-27 01:00:00,E-CRITICAL,1.0,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",Critical,0.0,0.0
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-27 03:00:00,E-CRITICAL,0.9786,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",Critical,0.0,0.0
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-27 14:00:00,E-CRITICAL,1.0,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",Critical,0.0,0.0
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-27 15:00:00,E-CRITICAL,1.0,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",Critical,0.0,0.0
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-27 17:00:00,E-CRITICAL,0.9665,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",Critical,0.0,0.0
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-27 18:00:00,E-CRITICAL,1.0,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",Critical,0.0,0.0
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-27 19:00:00,E-CRITICAL,0.9642,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",Critical,0.0,0.0
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-27 22:00:00,E-CRITICAL,1.0,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",Critical,0.0,0.0
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-28 11:00:00,E-CRITICAL,0.9985,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",Critical,0.0,0.0
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-28 12:00:00,E-CRITICAL,1.0,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",Critical,0.0,0.0
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-28 13:00:00,E-CRITICAL,1.0,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",Critical,0.0,0.0
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-28 17:00:00,E-CRITICAL,1.0,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",Critical,0.0,0.0
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-28 19:00:00,E-CRITICAL,0.9589,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",Critical,0.0,0.0
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-28 22:00:00,E-CRITICAL,0.9688,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",Critical,0.0,0.0
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-28 23:00:00,E-CRITICAL,0.9929,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",Critical,0.0,0.0
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-29 00:00:00,E-CRITICAL,0.9218,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",Critical,0.0,0.0
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-29 03:00:00,E-CRITICAL,1.0,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",Critical,0.0,0.0
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-29 08:00:00,E-CRITICAL,1.0,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",Critical,0.0,0.0
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-29 21:00:00,E-CRITICAL,0.9576,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",Critical,0.0,0.0
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-30 02:00:00,E-CRITICAL,1.0,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",Critical,0.0,0.0
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-30 15:00:00,E-CRITICAL,1.0,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",Critical,0.0,0.0
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-30 16:00:00,E-CRITICAL,0.9973,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",Critical,0.0,0.0
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-31 02:00:00,E-CRITICAL,0.9664,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",Critical,0.0,0.0
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-31 05:00:00,E-CRITICAL,1.0,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",Critical,0.0,0.0
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-31 10:00:00,E-CRITICAL,1.0,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services.",Critical,0.0,0.0
