equipment_id,equipment_type,facility_id,facility,county,week_start,counter_reported_hours,register_reported_hours,discrepancy_pct,is_labeled_discrepancy_case,scenario_rationale
ME-00002,Hemodialysis,24823.0,LIGHTHOUSE HOSPITAL AND REHABILITATION CENTRE,Uasin Gishu,2026-02-02,1.63,0.97,0.4049,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00002,Hemodialysis,24823.0,LIGHTHOUSE HOSPITAL AND REHABILITATION CENTRE,Uasin Gishu,2026-02-09,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00002,Hemodialysis,24823.0,LIGHTHOUSE HOSPITAL AND REHABILITATION CENTRE,Uasin Gishu,2026-02-16,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00002,Hemodialysis,24823.0,LIGHTHOUSE HOSPITAL AND REHABILITATION CENTRE,Uasin Gishu,2026-02-23,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00002,Hemodialysis,24823.0,LIGHTHOUSE HOSPITAL AND REHABILITATION CENTRE,Uasin Gishu,2026-03-02,1.74,1.17,0.3276,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00002,Hemodialysis,24823.0,LIGHTHOUSE HOSPITAL AND REHABILITATION CENTRE,Uasin Gishu,2026-03-09,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00002,Hemodialysis,24823.0,LIGHTHOUSE HOSPITAL AND REHABILITATION CENTRE,Uasin Gishu,2026-03-16,6.19,4.44,0.2827,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00002,Hemodialysis,24823.0,LIGHTHOUSE HOSPITAL AND REHABILITATION CENTRE,Uasin Gishu,2026-03-23,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00002,Hemodialysis,24823.0,LIGHTHOUSE HOSPITAL AND REHABILITATION CENTRE,Uasin Gishu,2026-03-30,24.88,17.47,0.2978,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00003,X-Ray,13907.0,Nyamekongoroto Health Centre,Migori,2025-12-29,1.32,1.11,0.1591,False,
ME-00003,X-Ray,13907.0,Nyamekongoroto Health Centre,Migori,2026-01-05,0.89,2.41,-1.7079,False,
ME-00003,X-Ray,13907.0,Nyamekongoroto Health Centre,Migori,2026-01-12,2.87,2.41,0.1603,False,
ME-00003,X-Ray,13907.0,Nyamekongoroto Health Centre,Migori,2026-01-19,1.36,0.85,0.375,False,
ME-00003,X-Ray,13907.0,Nyamekongoroto Health Centre,Migori,2026-01-26,9.62,9.17,0.0468,False,
ME-00003,X-Ray,13907.0,Nyamekongoroto Health Centre,Migori,2026-02-02,0.0,0.0,0.0,False,
ME-00003,X-Ray,13907.0,Nyamekongoroto Health Centre,Migori,2026-02-09,1.55,2.2,-0.4194,False,
ME-00003,X-Ray,13907.0,Nyamekongoroto Health Centre,Migori,2026-02-16,0.0,0.01,0.0,False,
ME-00003,X-Ray,13907.0,Nyamekongoroto Health Centre,Migori,2026-02-23,13.68,16.15,-0.1806,False,
ME-00003,X-Ray,13907.0,Nyamekongoroto Health Centre,Migori,2026-03-02,0.0,1.68,0.0,False,
ME-00003,X-Ray,13907.0,Nyamekongoroto Health Centre,Migori,2026-03-09,0.0,2.14,0.0,False,
ME-00003,X-Ray,13907.0,Nyamekongoroto Health Centre,Migori,2026-03-16,0.0,0.0,0.0,False,
ME-00003,X-Ray,13907.0,Nyamekongoroto Health Centre,Migori,2026-03-23,0.0,0.26,0.0,False,
ME-00003,X-Ray,13907.0,Nyamekongoroto Health Centre,Migori,2026-03-30,0.0,0.0,0.0,False,
ME-00004,MRI,12516.0,Meru District hospital,Meru,2025-12-29,0.64,0.0,1.0,False,
ME-00004,MRI,12516.0,Meru District hospital,Meru,2026-01-05,0.82,1.31,-0.5976,False,
ME-00004,MRI,12516.0,Meru District hospital,Meru,2026-01-12,4.73,4.46,0.0571,False,
ME-00004,MRI,12516.0,Meru District hospital,Meru,2026-01-19,1.13,2.13,-0.885,False,
ME-00004,MRI,12516.0,Meru District hospital,Meru,2026-01-26,0.79,0.0,1.0,False,
ME-00004,MRI,12516.0,Meru District hospital,Meru,2026-02-02,5.1,5.19,-0.0176,False,
ME-00004,MRI,12516.0,Meru District hospital,Meru,2026-02-09,6.36,4.94,0.2233,False,
ME-00004,MRI,12516.0,Meru District hospital,Meru,2026-02-16,11.1,11.04,0.0054,False,
ME-00004,MRI,12516.0,Meru District hospital,Meru,2026-02-23,0.0,0.0,0.0,False,
ME-00004,MRI,12516.0,Meru District hospital,Meru,2026-03-02,5.82,6.12,-0.0515,False,
ME-00004,MRI,12516.0,Meru District hospital,Meru,2026-03-09,0.0,0.63,0.0,False,
ME-00004,MRI,12516.0,Meru District hospital,Meru,2026-03-16,6.67,8.34,-0.2504,False,
ME-00004,MRI,12516.0,Meru District hospital,Meru,2026-03-23,0.0,0.0,0.0,False,
ME-00004,MRI,12516.0,Meru District hospital,Meru,2026-03-30,14.27,13.99,0.0196,False,
ME-00005,CT,24979.0,Kenyatta University Teaching Refferal and Research Hospital,Nairobi,2025-12-29,0.68,0.75,-0.1029,False,
ME-00005,CT,24979.0,Kenyatta University Teaching Refferal and Research Hospital,Nairobi,2026-01-05,0.8,0.0,1.0,False,
ME-00005,CT,24979.0,Kenyatta University Teaching Refferal and Research Hospital,Nairobi,2026-01-12,0.0,1.32,0.0,False,
ME-00005,CT,24979.0,Kenyatta University Teaching Refferal and Research Hospital,Nairobi,2026-01-19,1.04,1.35,-0.2981,False,
ME-00005,CT,24979.0,Kenyatta University Teaching Refferal and Research Hospital,Nairobi,2026-01-26,4.89,4.08,0.1656,False,
ME-00005,CT,24979.0,Kenyatta University Teaching Refferal and Research Hospital,Nairobi,2026-02-02,0.0,0.0,0.0,False,
ME-00005,CT,24979.0,Kenyatta University Teaching Refferal and Research Hospital,Nairobi,2026-02-09,2.28,3.36,-0.4737,False,
ME-00005,CT,24979.0,Kenyatta University Teaching Refferal and Research Hospital,Nairobi,2026-02-16,7.32,4.28,0.4153,False,
ME-00005,CT,24979.0,Kenyatta University Teaching Refferal and Research Hospital,Nairobi,2026-02-23,0.0,0.0,0.0,False,
ME-00005,CT,24979.0,Kenyatta University Teaching Refferal and Research Hospital,Nairobi,2026-03-02,0.0,0.86,0.0,False,
ME-00005,CT,24979.0,Kenyatta University Teaching Refferal and Research Hospital,Nairobi,2026-03-09,0.0,0.4,0.0,False,
ME-00005,CT,24979.0,Kenyatta University Teaching Refferal and Research Hospital,Nairobi,2026-03-16,0.0,0.51,0.0,False,
ME-00005,CT,24979.0,Kenyatta University Teaching Refferal and Research Hospital,Nairobi,2026-03-23,0.0,0.0,0.0,False,
ME-00005,CT,24979.0,Kenyatta University Teaching Refferal and Research Hospital,Nairobi,2026-03-30,0.0,0.0,0.0,False,
ME-00006,Anesthesia,13380.0,Khorof Harar Sub-District Hospital,Wajir,2025-12-29,1.19,1.79,-0.5042,False,
ME-00006,Anesthesia,13380.0,Khorof Harar Sub-District Hospital,Wajir,2026-01-05,1.17,0.57,0.5128,False,
ME-00006,Anesthesia,13380.0,Khorof Harar Sub-District Hospital,Wajir,2026-01-12,1.98,3.37,-0.702,False,
ME-00006,Anesthesia,13380.0,Khorof Harar Sub-District Hospital,Wajir,2026-01-19,3.03,3.32,-0.0957,False,
ME-00006,Anesthesia,13380.0,Khorof Harar Sub-District Hospital,Wajir,2026-01-26,2.14,2.36,-0.1028,False,
ME-00006,Anesthesia,13380.0,Khorof Harar Sub-District Hospital,Wajir,2026-02-02,3.69,3.89,-0.0542,False,
ME-00006,Anesthesia,13380.0,Khorof Harar Sub-District Hospital,Wajir,2026-02-09,1.95,1.32,0.3231,False,
ME-00006,Anesthesia,13380.0,Khorof Harar Sub-District Hospital,Wajir,2026-02-16,0.0,0.0,0.0,False,
ME-00006,Anesthesia,13380.0,Khorof Harar Sub-District Hospital,Wajir,2026-02-23,3.13,3.72,-0.1885,False,
ME-00006,Anesthesia,13380.0,Khorof Harar Sub-District Hospital,Wajir,2026-03-02,1.36,1.45,-0.0662,False,
ME-00006,Anesthesia,13380.0,Khorof Harar Sub-District Hospital,Wajir,2026-03-09,0.0,0.0,0.0,False,
ME-00006,Anesthesia,13380.0,Khorof Harar Sub-District Hospital,Wajir,2026-03-16,8.61,9.04,-0.0499,False,
ME-00006,Anesthesia,13380.0,Khorof Harar Sub-District Hospital,Wajir,2026-03-23,0.0,0.0,0.0,False,
ME-00006,Anesthesia,13380.0,Khorof Harar Sub-District Hospital,Wajir,2026-03-30,0.0,0.0,0.0,False,
ME-00007,Ultrasound,11161.0,Wamagana Health Centre,Nyeri,2025-12-29,1.39,1.05,0.2446,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00007,Ultrasound,11161.0,Wamagana Health Centre,Nyeri,2026-01-05,1.75,1.35,0.2286,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00007,Ultrasound,11161.0,Wamagana Health Centre,Nyeri,2026-01-12,4.25,3.03,0.2871,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00007,Ultrasound,11161.0,Wamagana Health Centre,Nyeri,2026-01-19,0.5,0.35,0.3,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00007,Ultrasound,11161.0,Wamagana Health Centre,Nyeri,2026-01-26,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00007,Ultrasound,11161.0,Wamagana Health Centre,Nyeri,2026-02-02,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00007,Ultrasound,11161.0,Wamagana Health Centre,Nyeri,2026-02-09,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00007,Ultrasound,11161.0,Wamagana Health Centre,Nyeri,2026-02-16,9.22,6.59,0.2852,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00007,Ultrasound,11161.0,Wamagana Health Centre,Nyeri,2026-02-23,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00007,Ultrasound,11161.0,Wamagana Health Centre,Nyeri,2026-03-02,6.97,4.86,0.3027,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00007,Ultrasound,11161.0,Wamagana Health Centre,Nyeri,2026-03-09,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00007,Ultrasound,11161.0,Wamagana Health Centre,Nyeri,2026-03-16,11.84,8.73,0.2627,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00007,Ultrasound,11161.0,Wamagana Health Centre,Nyeri,2026-03-23,6.24,4.81,0.2292,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00007,Ultrasound,11161.0,Wamagana Health Centre,Nyeri,2026-03-30,0.5,0.35,0.3,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00008,CT,13023.0,Kenyatta National Hospital,Nairobi,2025-12-29,1.25,0.93,0.256,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00008,CT,13023.0,Kenyatta National Hospital,Nairobi,2026-01-05,3.41,2.29,0.3284,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00008,CT,13023.0,Kenyatta National Hospital,Nairobi,2026-01-12,1.08,0.75,0.3056,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00008,CT,13023.0,Kenyatta National Hospital,Nairobi,2026-01-19,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00008,CT,13023.0,Kenyatta National Hospital,Nairobi,2026-01-26,1.09,0.76,0.3028,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00008,CT,13023.0,Kenyatta National Hospital,Nairobi,2026-02-02,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00008,CT,13023.0,Kenyatta National Hospital,Nairobi,2026-02-09,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00008,CT,13023.0,Kenyatta National Hospital,Nairobi,2026-02-16,1.21,0.86,0.2893,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00008,CT,13023.0,Kenyatta National Hospital,Nairobi,2026-02-23,14.23,9.34,0.3436,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00008,CT,13023.0,Kenyatta National Hospital,Nairobi,2026-03-02,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00008,CT,13023.0,Kenyatta National Hospital,Nairobi,2026-03-09,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00008,CT,13023.0,Kenyatta National Hospital,Nairobi,2026-03-16,1.11,0.75,0.3243,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00008,CT,13023.0,Kenyatta National Hospital,Nairobi,2026-03-23,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00008,CT,13023.0,Kenyatta National Hospital,Nairobi,2026-03-30,11.99,7.31,0.3903,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00009,Hemodialysis,21922.0,Jumuia Hospitals Kakamega Clinic,Kakamega,2025-12-29,1.01,0.82,0.1881,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00009,Hemodialysis,21922.0,Jumuia Hospitals Kakamega Clinic,Kakamega,2026-01-05,0.37,0.29,0.2162,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00009,Hemodialysis,21922.0,Jumuia Hospitals Kakamega Clinic,Kakamega,2026-01-12,2.07,1.56,0.2464,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00009,Hemodialysis,21922.0,Jumuia Hospitals Kakamega Clinic,Kakamega,2026-01-19,5.29,3.94,0.2552,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00009,Hemodialysis,21922.0,Jumuia Hospitals Kakamega Clinic,Kakamega,2026-01-26,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00009,Hemodialysis,21922.0,Jumuia Hospitals Kakamega Clinic,Kakamega,2026-02-02,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00009,Hemodialysis,21922.0,Jumuia Hospitals Kakamega Clinic,Kakamega,2026-02-09,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00009,Hemodialysis,21922.0,Jumuia Hospitals Kakamega Clinic,Kakamega,2026-02-16,1.97,1.53,0.2234,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00009,Hemodialysis,21922.0,Jumuia Hospitals Kakamega Clinic,Kakamega,2026-02-23,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00009,Hemodialysis,21922.0,Jumuia Hospitals Kakamega Clinic,Kakamega,2026-03-02,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00009,Hemodialysis,21922.0,Jumuia Hospitals Kakamega Clinic,Kakamega,2026-03-09,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00009,Hemodialysis,21922.0,Jumuia Hospitals Kakamega Clinic,Kakamega,2026-03-16,10.83,8.24,0.2392,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00009,Hemodialysis,21922.0,Jumuia Hospitals Kakamega Clinic,Kakamega,2026-03-23,0.26,0.2,0.2308,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00009,Hemodialysis,21922.0,Jumuia Hospitals Kakamega Clinic,Kakamega,2026-03-30,2.9,2.2,0.2414,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00010,Ultrasound,23284.0,Saphire Healthcare Nursing Home,Mandera,2025-12-29,0.24,0.0,1.0,False,
ME-00010,Ultrasound,23284.0,Saphire Healthcare Nursing Home,Mandera,2026-01-05,0.39,0.04,0.8974,False,
ME-00010,Ultrasound,23284.0,Saphire Healthcare Nursing Home,Mandera,2026-01-12,4.69,5.64,-0.2026,False,
ME-00010,Ultrasound,23284.0,Saphire Healthcare Nursing Home,Mandera,2026-01-19,0.0,0.0,0.0,False,
ME-00010,Ultrasound,23284.0,Saphire Healthcare Nursing Home,Mandera,2026-01-26,0.0,0.49,0.0,False,
ME-00010,Ultrasound,23284.0,Saphire Healthcare Nursing Home,Mandera,2026-02-02,2.21,3.13,-0.4163,False,
ME-00010,Ultrasound,23284.0,Saphire Healthcare Nursing Home,Mandera,2026-02-09,13.25,12.38,0.0657,False,
ME-00010,Ultrasound,23284.0,Saphire Healthcare Nursing Home,Mandera,2026-02-16,12.16,10.8,0.1118,False,
ME-00010,Ultrasound,23284.0,Saphire Healthcare Nursing Home,Mandera,2026-02-23,0.0,0.0,0.0,False,
ME-00010,Ultrasound,23284.0,Saphire Healthcare Nursing Home,Mandera,2026-03-02,5.6,5.18,0.075,False,
ME-00010,Ultrasound,23284.0,Saphire Healthcare Nursing Home,Mandera,2026-03-09,0.0,0.79,0.0,False,
ME-00010,Ultrasound,23284.0,Saphire Healthcare Nursing Home,Mandera,2026-03-16,0.0,0.88,0.0,False,
ME-00010,Ultrasound,23284.0,Saphire Healthcare Nursing Home,Mandera,2026-03-23,5.7,6.25,-0.0965,False,
ME-00010,Ultrasound,23284.0,Saphire Healthcare Nursing Home,Mandera,2026-03-30,0.0,0.0,0.0,False,
ME-00011,X-Ray,13544.0,Endiba Health Centre,Nyamira,2025-12-29,0.87,0.55,0.3678,False,
ME-00011,X-Ray,13544.0,Endiba Health Centre,Nyamira,2026-01-05,2.3,3.68,-0.6,False,
ME-00011,X-Ray,13544.0,Endiba Health Centre,Nyamira,2026-01-12,1.53,1.14,0.2549,False,
ME-00011,X-Ray,13544.0,Endiba Health Centre,Nyamira,2026-01-19,6.47,6.21,0.0402,False,
ME-00011,X-Ray,13544.0,Endiba Health Centre,Nyamira,2026-01-26,0.0,0.0,0.0,False,
ME-00011,X-Ray,13544.0,Endiba Health Centre,Nyamira,2026-02-02,0.17,0.0,1.0,False,
ME-00011,X-Ray,13544.0,Endiba Health Centre,Nyamira,2026-02-09,2.05,1.6,0.2195,False,
ME-00011,X-Ray,13544.0,Endiba Health Centre,Nyamira,2026-02-16,0.32,1.11,-2.4688,False,
ME-00011,X-Ray,13544.0,Endiba Health Centre,Nyamira,2026-02-23,0.0,0.0,0.0,False,
ME-00011,X-Ray,13544.0,Endiba Health Centre,Nyamira,2026-03-02,7.36,7.53,-0.0231,False,
ME-00011,X-Ray,13544.0,Endiba Health Centre,Nyamira,2026-03-09,0.0,1.19,0.0,False,
ME-00011,X-Ray,13544.0,Endiba Health Centre,Nyamira,2026-03-16,0.0,0.0,0.0,False,
ME-00011,X-Ray,13544.0,Endiba Health Centre,Nyamira,2026-03-23,2.23,3.5,-0.5695,False,
ME-00011,X-Ray,13544.0,Endiba Health Centre,Nyamira,2026-03-30,13.67,13.13,0.0395,False,
